,state,year,produced_renewable,total_consumed,energy_price,population,difference
2678,Colorado,2023,117898.8,1664265.7,21.2,5938.8,-1546366.8
2679,Colorado,2024,120168.9,1683343.1,21.6,6010.7,-1563174.3
2680,Colorado,2025,122438.9,1702420.6,22.0,6082.6,-1579981.7
2681,Colorado,2026,124709.0,1721498.0,22.4,6154.4,-1596789.1
2682,Colorado,2027,126979.0,1740575.5,22.7,6226.3,-1613596.5
2683,Colorado,2028,129249.1,1759653.0,23.1,6298.2,-1630403.9
2684,Colorado,2029,131519.1,1778730.4,23.5,6370.1,-1647211.3
2685,Colorado,2030,133789.1,1797807.9,23.9,6442.0,-1664018.7
2686,Colorado,2031,136059.2,1816885.3,24.3,6513.9,-1680826.1
2687,Colorado,2032,138329.2,1835962.8,24.6,6585.8,-1697633.5
2688,Colorado,2033,140599.3,1855040.2,25.0,6657.6,-1714440.9
2689,Colorado,2034,142869.3,1874117.7,25.4,6729.5,-1731248.4
2690,Colorado,2035,145139.4,1893195.1,25.8,6801.4,-1748055.8
6,Connecticut,1970,19293.0,693930.0,2.1,3041.0,-674637.0
57,Connecticut,1971,20206.0,682588.0,2.4,3061.0,-662382.0
108,Connecticut,1972,22712.0,717611.0,2.5,3069.0,-694899.0
159,Connecticut,1973,21870.0,743064.0,2.8,3068.0,-721194.0
210,Connecticut,1974,22509.0,714126.0,4.1,3074.0,-691617.0
261,Connecticut,1975,22237.0,689513.0,4.5,3083.0,-667276.0
312,Connecticut,1976,23862.0,742109.0,4.5,3083.0,-718247.0
363,Connecticut,1977,24105.0,748110.0,4.9,3086.0,-724005.0
414,Connecticut,1978,26391.0,768737.0,5.1,3092.0,-742346.0
465,Connecticut,1979,29359.0,755692.0,6.7,3096.0,-726333.0
516,Connecticut,1980,43748.0,728226.0,8.9,3113.0,-684478.0
567,Connecticut,1981,42867.0,695795.0,11.2,3129.0,-652928.0
618,Connecticut,1982,41444.0,696739.0,11.2,3139.0,-655295.0
669,Connecticut,1983,48187.0,688418.0,11.2,3162.0,-640231.0
720,Connecticut,1984,41070.0,715073.0,11.0,3180.0,-674003.0
771,Connecticut,1985,40282.0,723070.0,11.0,3201.0,-682788.0
822,Connecticut,1986,35510.0,739744.0,9.5,3224.0,-704234.0
873,Connecticut,1987,30809.0,763522.0,9.5,3247.0,-732713.0
924,Connecticut,1988,34409.0,795471.0,9.8,3272.0,-761062.0
975,Connecticut,1989,36042.0,811311.0,10.4,3283.0,-775269.0
1026,Connecticut,1990,34712.0,775896.0,11.4,3292.0,-741184.0
1077,Connecticut,1991,34896.0,776710.0,11.6,3303.0,-741814.0
1128,Connecticut,1992,38926.0,810197.0,11.4,3301.0,-771271.0
1179,Connecticut,1993,39111.0,795996.0,11.6,3309.0,-756885.0
1230,Connecticut,1994,40443.0,800069.0,11.8,3316.0,-759626.0
1281,Connecticut,1995,46144.0,782296.0,12.2,3324.0,-736152.0
1332,Connecticut,1996,56055.0,820990.0,12.6,3337.0,-764935.0
1383,Connecticut,1997,50710.0,811129.0,12.7,3349.0,-760419.0
1434,Connecticut,1998,49188.0,791157.0,12.1,3365.0,-741969.0
1485,Connecticut,1999,49290.0,834267.0,12.0,3386.0,-784977.0
1536,Connecticut,2000,50578.0,844550.0,13.5,3412.0,-793972.0
1587,Connecticut,2001,29813.0,829136.0,13.5,3433.0,-799323.0
1638,Connecticut,2002,28314.0,815224.0,13.0,3459.0,-786910.0
1689,Connecticut,2003,31229.0,894334.0,14.4,3484.0,-863105.0
1740,Connecticut,2004,30189.0,907100.0,15.9,3496.0,-876911.0
1791,Connecticut,2005,25728.0,875720.0,19.6,3507.0,-849992.0
1842,Connecticut,2006,25701.0,819794.0,23.1,3517.0,-794093.0
1893,Connecticut,2007,24033.0,842124.0,25.3,3527.0,-818091.0
1944,Connecticut,2008,26368.0,774606.0,29.1,3546.0,-748238.0
1995,Connecticut,2009,29544.0,766475.0,23.6,3562.0,-736931.0
2046,Connecticut,2010,30375.0,769858.0,25.6,3579.0,-739483.0
2097,Connecticut,2011,30778.0,743515.0,28.2,3589.0,-712737.0
2148,Connecticut,2012,26931.0,728294.0,28.6,3595.0,-701363.0
2199,Connecticut,2013,30050.0,747012.0,27.8,3596.0,-716962.0
2250,Connecticut,2014,32675.0,751740.0,28.0,3596.0,-719065.0
2301,Connecticut,2015,33234.0,756746.0,23.3,3589.0,-723512.0
2352,Connecticut,2016,34249.0,724686.0,21.9,3580.0,-690437.0
2403,Connecticut,2017,32888.0,728349.0,23.2,3575.0,-695461.0
2454,Connecticut,2018,37572.0,756159.0,24.9,3575.0,-718587.0
2505,Connecticut,2019,37172.0,735517.0,24.3,3566.0,-698345.0
2556,Connecticut,2020,37394.0,667011.0,23.1,3600.0,-629617.0
2691,Connecticut,2021,36908.5,803250.1,28.0,3678.3,-766341.7
2692,Connecticut,2022,37028.2,804595.8,28.5,3691.2,-767567.7
2693,Connecticut,2023,37147.8,805941.6,29.0,3704.1,-768793.7
2694,Connecticut,2024,37267.5,807287.3,29.5,3717.1,-770019.7
2695,Connecticut,2025,37387.2,808633.0,30.1,3730.0,-771245.8
2696,Connecticut,2026,37506.9,809978.8,30.6,3742.9,-772471.8
2697,Connecticut,2027,37626.6,811324.5,31.1,3755.8,-773697.8
2698,Connecticut,2028,37746.3,812670.2,31.6,3768.7,-774923.9
2699,Connecticut,2029,37866.0,814015.9,32.1,3781.6,-776149.9
2700,Connecticut,2030,37985.7,815361.7,32.6,3794.6,-777375.9
2701,Connecticut,2031,38105.4,816707.4,33.2,3807.5,-778602.0
2702,Connecticut,2032,38225.1,818053.1,33.7,3820.4,-779828.0
2703,Connecticut,2033,38344.8,819398.8,34.2,3833.3,-781054.0
2704,Connecticut,2034,38464.5,820744.6,34.7,3846.2,-782280.0
2705,Connecticut,2035,38584.2,822090.3,35.2,3859.1,-783506.1
8,Delaware,1970,7021.0,219722.0,1.7,551.0,-212701.0
59,Delaware,1971,7673.0,222353.0,1.9,565.0,-214680.0
110,Delaware,1972,8190.0,232526.0,2.0,573.0,-224336.0
161,Delaware,1973,8483.0,246392.0,2.2,578.0,-237909.0
212,Delaware,1974,8466.0,228887.0,3.4,581.0,-220421.0
263,Delaware,1975,7901.0,218797.0,4.0,587.0,-210896.0
314,Delaware,1976,9607.0,229178.0,4.0,590.0,-219571.0
365,Delaware,1977,10161.0,227666.0,4.6,592.0,-217505.0
416,Delaware,1978,10667.0,226261.0,5.0,595.0,-215594.0
467,Delaware,1979,8729.0,244675.0,5.9,595.0,-235946.0
518,Delaware,1980,2472.0,242340.0,7.4,595.0,-239868.0
569,Delaware,1981,2006.0,195218.0,8.9,596.0,-193212.0
620,Delaware,1982,3170.0,186552.0,9.1,599.0,-183382.0
671,Delaware,1983,2224.0,197917.0,9.1,605.0,-195693.0
722,Delaware,1984,2927.0,220487.0,8.8,612.0,-217560.0
773,Delaware,1985,3019.0,214953.0,9.1,618.0,-211934.0
824,Delaware,1986,2765.0,217072.0,7.7,628.0,-214307.0
875,Delaware,1987,2162.0,227480.0,7.5,637.0,-225318.0
926,Delaware,1988,2310.0,234133.0,8.0,648.0,-231823.0
977,Delaware,1989,2516.0,241618.0,8.4,658.0,-239102.0
1028,Delaware,1990,1653.0,251796.0,8.8,670.0,-250143.0
1079,Delaware,1991,1734.0,255250.0,8.9,683.0,-253516.0
1130,Delaware,1992,1784.0,261314.0,8.4,695.0,-259530.0
1181,Delaware,1993,2492.0,266225.0,8.4,706.0,-263733.0
1232,Delaware,1994,2422.0,261444.0,8.6,718.0,-259022.0
1283,Delaware,1995,2476.0,262936.0,9.0,730.0,-260460.0
1334,Delaware,1996,2642.0,273242.0,9.3,741.0,-270600.0
1385,Delaware,1997,2203.0,274786.0,9.8,751.0,-272583.0
1436,Delaware,1998,1936.0,272892.0,9.3,763.0,-270956.0
1487,Delaware,1999,2001.0,286222.0,9.5,775.0,-284221.0
1538,Delaware,2000,2291.0,305696.0,10.4,786.0,-303405.0
1589,Delaware,2001,1325.0,292032.0,11.2,796.0,-290707.0
1640,Delaware,2002,1314.0,308594.0,11.2,806.0,-307280.0
1691,Delaware,2003,1401.0,303733.0,12.3,818.0,-302332.0
1742,Delaware,2004,1436.0,289192.0,14.0,831.0,-287756.0
1793,Delaware,2005,955.0,299826.0,16.5,845.0,-298871.0
1844,Delaware,2006,873.0,287818.0,19.8,859.0,-286945.0
1895,Delaware,2007,1534.0,293726.0,21.1,872.0,-292192.0
1946,Delaware,2008,2954.0,291507.0,24.4,884.0,-288553.0
1997,Delaware,2009,3580.0,259461.0,21.2,892.0,-255881.0
2048,Delaware,2010,3842.0,266384.0,22.8,900.0,-262542.0
2099,Delaware,2011,4190.0,285699.0,25.1,908.0,-281509.0
2150,Delaware,2012,3604.0,283571.0,24.6,916.0,-279967.0
2201,Delaware,2013,3799.0,280901.0,24.1,924.0,-277102.0
2252,Delaware,2014,4224.0,281002.0,23.7,933.0,-276778.0
2303,Delaware,2015,3517.0,284672.0,19.7,942.0,-281155.0
2354,Delaware,2016,3105.0,280937.0,18.2,950.0,-277832.0
2405,Delaware,2017,3269.0,280044.0,19.8,958.0,-276775.0
2456,Delaware,2018,3389.0,300567.0,20.7,967.0,-297178.0
2507,Delaware,2019,3611.0,298616.0,19.9,977.0,-295005.0
2558,Delaware,2020,3571.0,277144.0,18.4,992.0,-273573.0
2721,Delaware,2021,1102.5,303548.0,23.5,986.5,-302445.5
2722,Delaware,2022,1002.4,305251.9,24.0,995.8,-304249.5
2723,Delaware,2023,902.2,306955.7,24.4,1005.1,-306053.5
2724,Delaware,2024,802.0,308659.5,24.8,1014.3,-307857.5
2725,Delaware,2025,701.8,310363.4,25.3,1023.6,-309661.6
2726,Delaware,2026,601.6,312067.2,25.7,1032.9,-311465.6
2727,Delaware,2027,501.4,313771.0,26.2,1042.1,-313269.6
2728,Delaware,2028,401.3,315474.9,26.6,1051.4,-315073.6
2729,Delaware,2029,301.1,317178.7,27.0,1060.7,-316877.6
2730,Delaware,2030,200.9,318882.5,27.5,1069.9,-318681.6
2731,Delaware,2031,100.7,320586.4,27.9,1079.2,-320485.7
2732,Delaware,2032,0.5,322290.2,28.4,1088.4,-322289.7
2733,Delaware,2033,-99.6,323994.0,28.8,1097.7,-324093.7
2734,Delaware,2034,-199.8,325697.9,29.3,1107.0,-325897.7
2735,Delaware,2035,-300.0,327401.7,29.7,1116.2,-327701.7
7,District of Columbia,1970,113.0,205891.0,1.7,756.0,-205778.0
58,District of Columbia,1971,116.0,199397.0,2.0,750.0,-199281.0
109,District of Columbia,1972,118.0,188830.0,2.1,742.0,-188712.0
160,District of Columbia,1973,114.0,193442.0,2.4,731.0,-193328.0
211,District of Columbia,1974,129.0,171284.0,3.7,718.0,-171155.0
262,District of Columbia,1975,131.0,163161.0,4.3,707.0,-163030.0
313,District of Columbia,1976,146.0,164436.0,4.5,692.0,-164290.0
364,District of Columbia,1977,158.0,163353.0,5.1,677.0,-163195.0
415,District of Columbia,1978,193.0,160278.0,5.8,665.0,-160085.0
466,District of Columbia,1979,210.0,152431.0,6.7,650.0,-152221.0
517,District of Columbia,1980,2849.0,153262.0,8.7,638.0,-150413.0
568,District of Columbia,1981,2311.0,149271.0,9.9,637.0,-146960.0
619,District of Columbia,1982,3654.0,163811.0,10.2,634.0,-160157.0
670,District of Columbia,1983,2563.0,162575.0,10.9,632.0,-160012.0
721,District of Columbia,1984,3226.0,167024.0,11.1,633.0,-163798.0
772,District of Columbia,1985,3327.0,165934.0,11.6,635.0,-162607.0
823,District of Columbia,1986,3047.0,174696.0,10.3,638.0,-171649.0
874,District of Columbia,1987,2226.0,174233.0,10.1,637.0,-172007.0
925,District of Columbia,1988,2378.0,174976.0,10.3,630.0,-172598.0
976,District of Columbia,1989,2511.0,180533.0,10.5,624.0,-178022.0
1027,District of Columbia,1990,1283.0,185266.0,11.1,605.0,-183983.0
1078,District of Columbia,1991,1345.0,191358.0,11.1,601.0,-190013.0
1129,District of Columbia,1992,1412.0,191482.0,11.4,598.0,-190070.0
1180,District of Columbia,1993,1946.0,198476.0,11.9,595.0,-196530.0
1231,District of Columbia,1994,1849.0,193593.0,12.4,589.0,-191744.0
1282,District of Columbia,1995,1851.0,196285.0,12.4,581.0,-194434.0
1333,District of Columbia,1996,1922.0,193511.0,13.1,572.0,-191589.0
1384,District of Columbia,1997,1378.0,191093.0,13.2,568.0,-189715.0
1435,District of Columbia,1998,1222.0,186974.0,13.2,565.0,-185752.0
1486,District of Columbia,1999,1259.0,191690.0,13.3,570.0,-190431.0
1537,District of Columbia,2000,1355.0,198048.0,14.6,572.0,-196693.0
1588,District of Columbia,2001,866.0,193476.0,15.2,575.0,-192610.0
1639,District of Columbia,2002,881.0,197752.0,14.6,573.0,-196871.0
1690,District of Columbia,2003,926.0,193758.0,15.8,569.0,-192832.0
1741,District of Columbia,2004,943.0,201418.0,16.7,568.0,-200475.0
1792,District of Columbia,2005,48.0,200935.0,20.1,567.0,-200887.0
1843,District of Columbia,2006,53.0,186423.0,24.0,571.0,-186370.0
1894,District of Columbia,2007,56.0,194926.0,24.6,574.0,-194870.0
1945,District of Columbia,2008,66.0,184106.0,27.5,580.0,-184040.0
1996,District of Columbia,2009,51.0,186486.0,24.4,592.0,-186435.0
2047,District of Columbia,2010,119.0,190379.0,25.7,605.0,-190260.0
2098,District of Columbia,2011,304.0,183655.0,26.6,620.0,-183351.0
2149,District of Columbia,2012,301.0,172794.0,25.4,636.0,-172493.0
2200,District of Columbia,2013,307.0,174800.0,24.7,652.0,-174493.0
2251,District of Columbia,2014,344.0,179278.0,24.9,664.0,-178934.0
2302,District of Columbia,2015,824.0,178222.0,23.1,677.0,-177398.0
2353,District of Columbia,2016,1107.0,174553.0,22.4,688.0,-173446.0
2404,District of Columbia,2017,1316.0,166877.0,23.0,697.0,-165561.0
2455,District of Columbia,2018,1603.0,174538.0,23.6,704.0,-172935.0
2506,District of Columbia,2019,2002.0,167397.0,24.1,708.0,-165395.0
2557,District of Columbia,2020,2147.0,143773.0,22.6,690.0,-141626.0
2706,District of Columbia,2021,1030.5,183033.2,27.4,592.6,-182002.7
2707,District of Columbia,2022,1026.3,183139.4,27.9,591.0,-182113.2
2708,District of Columbia,2023,1022.1,183245.7,28.4,589.5,-182223.6
2709,District of Columbia,2024,1017.9,183352.0,28.9,587.9,-182334.1
2710,District of Columbia,2025,1013.8,183458.3,29.4,586.4,-182444.5
2711,District of Columbia,2026,1009.6,183564.6,29.9,584.8,-182555.0
2712,District of Columbia,2027,1005.4,183670.9,30.4,583.3,-182665.4
2713,District of Columbia,2028,1001.3,183777.2,31.0,581.7,-182775.9
2714,District of Columbia,2029,997.1,183883.5,31.5,580.1,-182886.3
2715,District of Columbia,2030,992.9,183989.7,32.0,578.6,-182996.8
2716,District of Columbia,2031,988.8,184096.0,32.5,577.0,-183107.3
2717,District of Columbia,2032,984.6,184202.3,33.0,575.5,-183217.7
2718,District of Columbia,2033,980.4,184308.6,33.5,573.9,-183328.2
2719,District of Columbia,2034,976.3,184414.9,34.0,572.4,-183438.6
2720,District of Columbia,2035,972.1,184521.2,34.5,570.8,-183549.1
9,Florida,1970,51035.0,1577450.0,2.3,6848.0,-1526415.0
60,Florida,1971,49968.0,1674133.0,2.4,7158.0,-1624165.0
111,Florida,1972,54389.0,1804005.0,2.6,7511.0,-1749616.0
162,Florida,1973,56250.0,1995319.0,2.8,7914.0,-1939069.0
213,Florida,1974,52429.0,1929045.0,4.0,8299.0,-1876616.0
264,Florida,1975,50007.0,1939837.0,4.6,8518.0,-1889830.0
315,Florida,1976,56507.0,2062020.0,4.7,8667.0,-2005513.0
366,Florida,1977,59953.0,2217477.0,4.9,8856.0,-2157524.0
417,Florida,1978,65357.0,2327321.0,5.4,9102.0,-2261964.0
468,Florida,1979,69419.0,2422499.0,6.6,9426.0,-2353080.0
519,Florida,1980,90049.0,2511917.0,8.8,9840.0,-2421868.0
570,Florida,1981,83117.0,2482043.0,10.6,10193.0,-2398926.0
621,Florida,1982,104674.0,2402137.0,10.7,10471.0,-2297463.0
672,Florida,1983,91705.0,2457345.0,10.2,10750.0,-2365640.0
723,Florida,1984,108740.0,2551259.0,10.5,11040.0,-2442519.0
774,Florida,1985,110698.0,2698976.0,10.7,11351.0,-2588278.0
825,Florida,1986,116356.0,2781956.0,9.2,11668.0,-2665600.0
876,Florida,1987,107606.0,2870556.0,9.2,11997.0,-2762950.0
927,Florida,1988,113802.0,3042056.0,9.2,12306.0,-2928254.0
978,Florida,1989,232261.0,3248530.0,9.3,12638.0,-3016269.0
1029,Florida,1990,198986.0,3289151.0,10.2,13033.0,-3090165.0
1080,Florida,1991,212955.0,3249677.0,10.2,13370.0,-3036722.0
1131,Florida,1992,230779.0,3316472.0,9.9,13651.0,-3085693.0
1182,Florida,1993,217028.0,3346956.0,10.2,13927.0,-3129928.0
1233,Florida,1994,215563.0,3467465.0,9.9,14239.0,-3251902.0
1284,Florida,1995,220211.0,3615069.0,10.1,14538.0,-3394858.0
1335,Florida,1996,240343.0,3700617.0,10.7,14853.0,-3460274.0
1386,Florida,1997,231308.0,3726429.0,10.8,15186.0,-3495121.0
1437,Florida,1998,205485.0,3859240.0,10.2,15487.0,-3653755.0
1488,Florida,1999,204114.0,3922071.0,10.4,15759.0,-3717957.0
1539,Florida,2000,194952.0,4076022.0,12.1,16048.0,-3881070.0
1590,Florida,2001,158039.0,4060590.0,12.6,16357.0,-3902551.0
1641,Florida,2002,174463.0,4177962.0,12.2,16689.0,-4003499.0
1692,Florida,2003,188655.0,4195567.0,13.6,17004.0,-4006912.0
1743,Florida,2004,179754.0,4347432.0,15.2,17415.0,-4167678.0
1794,Florida,2005,184304.0,4419873.0,18.0,17842.0,-4235569.0
1845,Florida,2006,186849.0,4472498.0,20.8,18167.0,-4285649.0
1896,Florida,2007,191798.0,4417304.0,21.7,18368.0,-4225506.0
1947,Florida,2008,195234.0,4264867.0,25.2,18527.0,-4069633.0
1998,Florida,2009,213651.0,4115280.0,21.3,18653.0,-3901629.0
2049,Florida,2010,230269.0,4319171.0,22.0,18846.0,-4088902.0
2100,Florida,2011,227724.0,4171410.0,25.5,19056.0,-3943686.0
2151,Florida,2012,223064.0,4070225.0,25.6,19302.0,-3847161.0
2202,Florida,2013,234147.0,4130115.0,25.1,19552.0,-3895968.0
2253,Florida,2014,231318.0,4173314.0,25.0,19854.0,-3941996.0
2304,Florida,2015,223761.0,4324701.0,20.2,20219.0,-4100940.0
2355,Florida,2016,223405.0,4362567.0,18.4,20627.0,-4139162.0
2406,Florida,2017,236674.0,4345055.0,20.1,20977.0,-4108381.0
2457,Florida,2018,247001.0,4441047.0,21.4,21255.0,-4194046.0
2508,Florida,2019,248107.0,4371666.0,20.8,21492.0,-4123559.0
2559,Florida,2020,258173.0,4003133.0,19.3,21570.0,-3744960.0
2736,Florida,2021,275593.0,4920345.9,24.4,22263.1,-4644752.9
2737,Florida,2022,279771.7,4979933.0,24.9,22563.4,-4700161.3
2738,Florida,2023,283950.3,5039520.1,25.3,22863.8,-4755569.8
2739,Florida,2024,288129.0,5099107.2,25.7,23164.2,-4810978.2
2740,Florida,2025,292307.7,5158694.3,26.2,23464.5,-4866386.6
2741,Florida,2026,296486.3,5218281.4,26.6,23764.9,-4921795.0
2742,Florida,2027,300665.0,5277868.5,27.1,24065.2,-4977203.5
2743,Florida,2028,304843.7,5337455.6,27.5,24365.6,-5032611.9
2744,Florida,2029,309022.3,5397042.7,27.9,24666.0,-5088020.3
2745,Florida,2030,313201.0,5456629.8,28.4,24966.3,-5143428.7
2746,Florida,2031,317379.7,5516216.9,28.8,25266.7,-5198837.2
2747,Florida,2032,321558.4,5575804.0,29.2,25567.0,-5254245.6
2748,Florida,2033,325737.0,5635391.0,29.7,25867.4,-5309654.0
2749,Florida,2034,329915.7,5694978.1,30.1,26167.8,-5365062.5
2750,Florida,2035,334094.4,5754565.2,30.6,26468.1,-5420470.9
10,Georgia,1970,98222.0,1280820.0,1.9,4607.0,-1182598.0
61,Georgia,1971,109007.0,1348865.0,2.0,4712.0,-1239858.0
112,Georgia,1972,114745.0,1435584.0,2.0,4809.0,-1320839.0
163,Georgia,1973,125605.0,1555110.0,2.2,4910.0,-1429505.0
214,Georgia,1974,121581.0,1495568.0,3.1,4999.0,-1373987.0
265,Georgia,1975,123427.0,1489772.0,3.6,5064.0,-1366345.0
316,Georgia,1976,135157.0,1552529.0,3.9,5133.0,-1417372.0
367,Georgia,1977,136122.0,1628701.0,4.3,5220.0,-1492579.0
418,Georgia,1978,138170.0,1683045.0,4.6,5296.0,-1544875.0
469,Georgia,1979,149144.0,1729590.0,5.5,5401.0,-1580446.0
520,Georgia,1980,144038.0,1717236.0,7.2,5486.0,-1573198.0
571,Georgia,1981,122710.0,1694324.0,8.4,5568.0,-1571614.0
622,Georgia,1982,143870.0,1679709.0,8.7,5650.0,-1535839.0
673,Georgia,1983,151109.0,1749228.0,8.2,5728.0,-1598119.0
724,Georgia,1984,159451.0,1875179.0,8.3,5835.0,-1715728.0
775,Georgia,1985,146207.0,1931023.0,8.4,5963.0,-1784816.0
826,Georgia,1986,141713.0,1953662.0,7.4,6085.0,-1811949.0
877,Georgia,1987,146038.0,2049053.0,7.5,6208.0,-1903015.0
928,Georgia,1988,138695.0,2138263.0,7.5,6316.0,-1999568.0
979,Georgia,1989,218301.0,2219567.0,7.6,6411.0,-2001266.0
1030,Georgia,1990,235499.0,2216211.0,8.3,6513.0,-1980712.0
1081,Georgia,1991,226913.0,2205008.0,8.2,6653.0,-1978095.0
1132,Georgia,1992,234484.0,2250675.0,8.1,6817.0,-2016191.0
1183,Georgia,1993,239997.0,2403877.0,8.2,6978.0,-2163880.0
1234,Georgia,1994,240827.0,2423951.0,8.1,7157.0,-2183124.0
1285,Georgia,1995,249118.0,2607462.0,8.0,7328.0,-2358344.0
1336,Georgia,1996,256860.0,2767321.0,8.4,7501.0,-2510461.0
1387,Georgia,1997,262479.0,2744916.0,8.4,7685.0,-2482437.0
1438,Georgia,1998,256573.0,2783049.0,8.0,7864.0,-2526476.0
1489,Georgia,1999,231115.0,2803980.0,8.1,8046.0,-2572865.0
1540,Georgia,2000,222186.0,2920928.0,9.9,8227.0,-2698742.0
1591,Georgia,2001,192060.0,2818753.0,10.2,8377.0,-2626693.0
1642,Georgia,2002,283704.0,2936048.0,9.5,8508.0,-2652344.0
1693,Georgia,2003,221665.0,2956845.0,10.8,8623.0,-2735180.0
1744,Georgia,2004,226890.0,3097207.0,12.4,8769.0,-2870317.0
1795,Georgia,2005,216430.0,3110770.0,15.3,8926.0,-2894340.0
1846,Georgia,2006,207730.0,3087831.0,16.4,9156.0,-2880101.0
1897,Georgia,2007,201333.0,3078378.0,17.3,9350.0,-2877045.0
1948,Georgia,2008,174518.0,2946558.0,21.0,9505.0,-2772040.0
1999,Georgia,2009,195375.0,2913909.0,16.7,9621.0,-2718534.0
2050,Georgia,2010,220537.0,3147631.0,18.3,9712.0,-2927094.0
2101,Georgia,2011,218549.0,3034665.0,21.6,9804.0,-2816116.0
2152,Georgia,2012,206818.0,2847777.0,21.8,9904.0,-2640959.0
2203,Georgia,2013,248869.0,2907929.0,21.5,9976.0,-2659060.0
2254,Georgia,2014,267190.0,2977977.0,21.1,10071.0,-2710787.0
2305,Georgia,2015,269514.0,2978591.0,17.1,10183.0,-2709077.0
2356,Georgia,2016,282334.0,2951822.0,16.2,10308.0,-2669488.0
2407,Georgia,2017,275016.0,2925877.0,17.6,10417.0,-2650861.0
2458,Georgia,2018,288295.0,3003699.0,18.4,10519.0,-2715404.0
2509,Georgia,2019,301842.0,2955875.0,18.0,10628.0,-2654033.0
2560,Georgia,2020,313196.0,2727565.0,16.5,10726.0,-2414369.0
2751,Georgia,2021,284653.0,3397471.1,20.4,10934.3,-3112818.0
2752,Georgia,2022,287900.1,3436188.3,20.8,11065.8,-3148288.2
2753,Georgia,2023,291147.1,3474905.4,21.1,11197.3,-3183758.4
2754,Georgia,2024,294394.1,3513622.6,21.5,11328.8,-3219228.5
2755,Georgia,2025,297641.1,3552339.8,21.9,11460.2,-3254698.7
2756,Georgia,2026,300888.1,3591057.0,22.3,11591.7,-3290168.8
2757,Georgia,2027,304135.2,3629774.2,22.6,11723.2,-3325639.0
2758,Georgia,2028,307382.2,3668491.3,23.0,11854.7,-3361109.1
2759,Georgia,2029,310629.2,3707208.5,23.4,11986.2,-3396579.3
2760,Georgia,2030,313876.2,3745925.7,23.8,12117.7,-3432049.5
2761,Georgia,2031,317123.3,3784642.9,24.1,12249.2,-3467519.6
2762,Georgia,2032,320370.3,3823360.1,24.5,12380.7,-3502989.8
2763,Georgia,2033,323617.3,3862077.2,24.9,12512.2,-3538459.9
2764,Georgia,2034,326864.3,3900794.4,25.2,12643.6,-3573930.1
2765,Georgia,2035,330111.3,3939511.6,25.6,12775.1,-3609400.3
11,Hawaii,1970,1559.0,196947.0,1.7,774.0,-195388.0
62,Hawaii,1971,1283.0,211673.0,1.8,802.0,-210390.0
113,Hawaii,1972,1491.0,218057.0,1.9,828.0,-216566.0
164,Hawaii,1973,1528.0,224312.0,2.2,852.0,-222784.0
215,Hawaii,1974,1550.0,212103.0,3.1,868.0,-210553.0
266,Hawaii,1975,1498.0,214378.0,4.0,886.0,-212880.0
317,Hawaii,1976,1663.0,220042.0,4.3,904.0,-218379.0
368,Hawaii,1977,1355.0,233334.0,4.6,918.0,-231979.0
419,Hawaii,1978,1143.0,236970.0,5.1,932.0,-235827.0
470,Hawaii,1979,1258.0,256604.0,6.1,953.0,-255346.0
521,Hawaii,1980,12808.0,262347.0,8.7,968.0,-249539.0
572,Hawaii,1981,13571.0,236718.0,11.8,978.0,-223147.0
623,Hawaii,1982,13379.0,218095.0,12.3,994.0,-204716.0
674,Hawaii,1983,14920.0,221150.0,11.4,1013.0,-206230.0
725,Hawaii,1984,15372.0,232426.0,11.0,1028.0,-217054.0
776,Hawaii,1985,15307.0,248554.0,10.2,1040.0,-233247.0
827,Hawaii,1986,17315.0,245329.0,8.5,1052.0,-228014.0
878,Hawaii,1987,18834.0,249461.0,8.7,1068.0,-230627.0
929,Hawaii,1988,20427.0,289691.0,7.8,1080.0,-269264.0
980,Hawaii,1989,28875.0,309767.0,8.5,1095.0,-280892.0
1031,Hawaii,1990,27937.0,321420.0,9.9,1113.0,-293483.0
1082,Hawaii,1991,27516.0,295150.0,9.8,1137.0,-267634.0
1133,Hawaii,1992,26800.0,306030.0,9.6,1159.0,-279230.0
1184,Hawaii,1993,27830.0,282651.0,11.0,1173.0,-254821.0
1235,Hawaii,1994,25405.0,299034.0,10.7,1188.0,-273629.0
1286,Hawaii,1995,24608.0,296775.0,11.1,1197.0,-272167.0
1337,Hawaii,1996,24088.0,283060.0,13.0,1204.0,-258972.0
1388,Hawaii,1997,22503.0,273483.0,13.3,1212.0,-250980.0
1439,Hawaii,1998,21657.0,273388.0,11.9,1215.0,-251731.0
1490,Hawaii,1999,21767.0,269352.0,12.5,1210.0,-247585.0
1541,Hawaii,2000,20387.0,273307.0,15.2,1214.0,-252920.0
1592,Hawaii,2001,12390.0,270122.0,15.3,1226.0,-257732.0
