State,Year,production,consumption,price,population
Florida,1993,217028.0,3346956,10.16,13927
Georgia,1993,239997.0,2403877,8.22,6978
Hawaii,1993,27830.0,282651,10.97,1173
Iowa,1993,106281.0,1039917,7.74,2837
Idaho,1993,126225.0,437169,7.55,1109
Illinois,1993,121028.0,3753511,8.79,11810
Indiana,1993,52542.0,2569179,6.69,5739
Kansas,1993,15474.0,1085841,7.52,2557
Kentucky,1993,47980.0,1618620,7.55,3812
Louisiana,1993,137491.0,3883991,5.35,4316
Massachusetts,1993,69750.0,1445183,10.48,6061
Maryland,1993,49263.0,1315345,10.13,4972
Maine,1993,158153.0,452399,7.87,1242
Michigan,1993,100474.0,2847744,8.07,9540
Minnesota,1993,70105.0,1486122,7.96,4556
Missouri,1993,49981.0,1645347,8.54,5271
Mississippi,1993,92435.0,1076443,7.63,2655
Montana,1993,108980.0,367830,7.73,845
North Carolina,1993,157307.0,2234705,9.59,7043
North Dakota,1993,19321.0,332142,5.64,641
Nebraska,1993,22322.0,560302,8.06,1626
New Hampshire,1993,42448.0,261384,11.07,1129
New Jersey,1993,37008.0,2381588,9.04,7949
New Mexico,1993,9667.0,602796,9.17,1636
Nevada,1993,40587.0,460325,9.04,1411
New York,1993,421299.0,3813731,10.96,18375
Ohio,1993,53768.0,3917038,8.59,11101
Oklahoma,1993,67957.0,1396903,7.27,3252
Oregon,1993,414153.0,1038599,8.35,3060
Pennsylvania,1993,104764.0,3755566,8.54,12120
Rhode Island,1993,5181.0,202715,10.66,1015
South Carolina,1993,110225.0,1368980,8.22,3663
South Dakota,1993,30241.0,233039,8.33,722
Tennessee,1993,153217.0,1882954,8.18,5138
Texas,1993,117229.0,10350894,6.44,18162
Utah,1993,14575.0,579508,6.98,1898
Virginia,1993,119272.0,2075789,8.75,6510
Vermont,1993,18238.0,137459,10.69,578
Washington,1993,791624.0,2105459,7.02,5279
Wisconsin,1993,104600.0,1587871,7.93,5085
West Virginia,1993,18459.0,707438,7.18,1818
Wyoming,1993,10208.0,406877,6.13,473
Alaska,1994,23587.0,623042,6.37,603
Alabama,1994,332532.0,1879952,7.09,4260
Arkansas,1994,119581.0,971500,7.92,2494
Arizona,1994,93513.0,1056612,11.53,4245
California,1994,633622.0,7273024,9.61,31484
Colorado,1994,27344.0,1065404,8.34,3724
Connecticut,1994,40443.0,800069,11.78,3316
District of Columbia,1994,1849.0,193593,12.41,589
Delaware,1994,2422.0,261444,8.63,718
Florida,1994,215563.0,3467465,9.9,14239
Georgia,1994,240827.0,2423951,8.14,7157
Hawaii,1994,25405.0,299034,10.72,1188
Iowa,1994,114015.0,1071231,7.7,2851
Idaho,1994,106699.0,452508,7.7,1145
Illinois,1994,122485.0,3773746,8.76,11913
Indiana,1994,51415.0,2555521,7.07,5794
Kansas,1994,15279.0,1111842,7.41,2581
Kentucky,1994,56670.0,1671777,7.59,3849
Louisiana,1994,147246.0,4020890,5.26,4347
Massachusetts,1994,73477.0,1451557,10.75,6095
Maryland,1994,52990.0,1323800,10.22,5023
Maine,1994,156736.0,461886,7.81,1243
Michigan,1994,102457.0,2871299,8.08,9598
Minnesota,1994,72105.0,1522324,7.97,4610
Missouri,1994,35896.0,1658124,8.54,5324
Mississippi,1994,94862.0,1093733,7.74,2689
Montana,1994,94511.0,371882,7.93,861
North Carolina,1994,186807.0,2242614,9.59,7187
North Dakota,1994,24581.0,342000,5.55,645
Nebraska,1994,29349.0,585367,8.05,1639
New Hampshire,1994,40356.0,264573,11.46,1143
New Jersey,1994,41461.0,2491677,9.08,8014
New Mexico,1994,8601.0,590989,9.37,1682
Nevada,1994,39090.0,499560,9.58,1499
New York,1994,409237.0,3752702,11.25,18459
Ohio,1994,79948.0,4026924,8.59,11152
Oklahoma,1994,50125.0,1402103,7.22,3281
Oregon,1994,367996.0,1053488,8.46,3121
Pennsylvania,1994,112111.0,3829642,8.68,12166
Rhode Island,1994,5066.0,241346,9.57,1016
South Carolina,1994,114631.0,1369400,8.37,3705
South Dakota,1994,57086.0,240112,8.23,731
Tennessee,1994,186213.0,1933445,8.24,5231
Texas,1994,114097.0,10663278,6.57,18564
Utah,1994,13808.0,589907,6.99,1960
Virginia,1994,122634.0,2099517,8.64,6593
Vermont,1994,19068.0,136875,10.85,584
Washington,1994,773994.0,2094429,7.23,5375
Wisconsin,1994,106756.0,1633387,7.92,5134
West Virginia,1994,18699.0,734061,7.17,1820
Wyoming,1994,11936.0,407936,6.03,480
Alaska,1995,22506.0,704062,6.41,604
Alabama,1995,320101.0,1955073,6.96,4297
Arkansas,1995,117474.0,1023242,7.61,2535
Arizona,1995,103931.0,1095058,11.29,4432
California,1995,846211.0,7295618,9.68,31697
Colorado,1995,33514.0,1091928,8.41,3827
Connecticut,1995,46144.0,782296,12.24,3324
District of Columbia,1995,1851.0,196285,12.4,581
Delaware,1995,2476.0,262936,9.04,730
Florida,1995,220211.0,3615069,10.07,14538
Georgia,1995,249118.0,2607462,8.03,7328
Hawaii,1995,24608.0,296775,11.14,1197
Iowa,1995,113120.0,1109452,7.59,2867
Idaho,1995,139907.0,466129,7.52,1177
Illinois,1995,120808.0,3886599,8.71,12008
Indiana,1995,52503.0,2621213,6.89,5851
Kansas,1995,15090.0,1078398,7.75,2601
Kentucky,1995,51206.0,1741938,7.41,3887
Louisiana,1995,151598.0,4064879,5.16,4379
Massachusetts,1995,72548.0,1436968,11.08,6141
Maryland,1995,51811.0,1341801,10.25,5070
Maine,1995,160885.0,431302,7.66,1243
Michigan,1995,105715.0,3000186,7.96,9676
Minnesota,1995,76096.0,1612469,7.75,4660
Missouri,1995,36252.0,1717666,8.55,5378
Mississippi,1995,94192.0,1120526,7.67,2723
Montana,1995,127550.0,391902,7.84,877
North Carolina,1995,168712.0,2361657,9.47,7345
North Dakota,1995,30985.0,350175,5.5,648
Nebraska,1995,46923.0,613636,7.98,1657
New Hampshire,1995,39480.0,267526,11.76,1158
New Jersey,1995,43249.0,2487297,9.25,8083
New Mexico,1995,9073.0,582688,9.1,1720
Nevada,1995,40326.0,514832,9.22,1582
New York,1995,391267.0,3791092,11.21,18524
Ohio,1995,72219.0,4109185,8.55,11203
Oklahoma,1995,53290.0,1376001,7.18,3308
Oregon,1995,467164.0,1059502,8.58,3184
Pennsylvania,1995,113291.0,3888467,8.79,12198
Rhode Island,1995,5079.0,230325,9.89,1017
South Carolina,1995,124701.0,1426887,8.44,3749
South Dakota,1995,66206.0,243598,8.28,738
Tennessee,1995,165142.0,1951894,8.15,5327
Texas,1995,117890.0,10811073,6.42,18959
Utah,1995,15540.0,640342,7.02,2014
Virginia,1995,126481.0,2167244,8.75,6671
Vermont,1995,19167.0,134056,11.21,589
Washington,1995,942015.0,2141400,7.34,5481
Wisconsin,1995,111558.0,1698061,7.82,5185
West Virginia,1995,19453.0,736423,7.51,1824
Wyoming,1995,10703.0,403151,6.18,485
Alaska,1996,21187.0,718749,6.75,609
Alabama,1996,323372.0,1984926,7.28,4331
Arkansas,1996,118017.0,1042511,8.13,2572
Arizona,1996,112165.0,1163697,11.9,4587
California,1996,817765.0,7405370,9.97,32019
Colorado,1996,30472.0,1142176,8.67,3920
Connecticut,1996,56055.0,820990,12.6,3337
District of Columbia,1996,1922.0,193511,13.11,572
Delaware,1996,2642.0,273242,9.35,741
Florida,1996,240343.0,3700617,10.71,14853
Georgia,1996,256860.0,2767321,8.41,7501
Hawaii,1996,24088.0,283060,13.04,1204
Iowa,1996,119723.0,1152715,7.96,2880
Idaho,1996,164235.0,501272,7.94,1203
Illinois,1996,88201.0,3970152,9.1,12102
Indiana,1996,48051.0,2702821,7.18,5906
Kansas,1996,12575.0,1109687,8.57,2615
Kentucky,1996,55143.0,1761014,7.9,3920
Louisiana,1996,152443.0,4240432,6.02,4399
Massachusetts,1996,78434.0,1463141,11.45,6180
Maryland,1996,66005.0,1380811,10.73,5112
Maine,1996,167218.0,458152,8.18,1249
Michigan,1996,122454.0,3105729,8.4,9759
Minnesota,1996,80512.0,1685217,8.26,4713
Missouri,1996,30767.0,1804740,9.15,5432
Mississippi,1996,85740.0,1148611,8.36,2748
Montana,1996,158574.0,397805,8.38,886
North Carolina,1996,171371.0,2449409,9.92,7501
North Dakota,1996,36360.0,353238,6.05,650
Nebraska,1996,53332.0,644490,8.47,1674
New Hampshire,1996,47633.0,279664,11.93,1175
New Jersey,1996,41262.0,2488073,9.86,8150
New Mexico,1996,7587.0,605377,9.68,1752
Nevada,1996,43110.0,560932,9.83,1666
New York,1996,439291.0,3940340,11.48,18588
Ohio,1996,78957.0,4196130,8.87,11243
Oklahoma,1996,51673.0,1438055,7.84,3340
Oregon,1996,517451.0,1103336,8.89,3247
Pennsylvania,1996,131090.0,3923633,9.15,12220
Rhode Island,1996,5562.0,220140,10.59,1021
South Carolina,1996,131794.0,1465968,8.79,3796
South Dakota,1996,86847.0,256639,8.81,742
Tennessee,1996,176855.0,2059423,8.73,5417
Texas,1996,110535.0,11579043,7.06,19340
Utah,1996,17160.0,670541,7.56,2068
Virginia,1996,136360.0,2221828,9.13,6751
Vermont,1996,21867.0,141121,11.73,594
Washington,1996,1109139.0,2117820,7.88,5570
Wisconsin,1996,123860.0,1764572,8.2,5230
West Virginia,1996,22037.0,709036,7.72,1823
Wyoming,1996,14832.0,415040,6.38,488
Alaska,1997,14994.0,708741,6.74,613
Alabama,1997,299675.0,1956297,7.52,4368
Arkansas,1997,124045.0,1061415,8.24,2601
Arizona,1997,141608.0,1187416,11.76,4737
California,1997,760311.0,7528267,10.36,32486
Colorado,1997,33304.0,1138201,8.79,4018
Connecticut,1997,50710.0,811129,12.73,3349
District of Columbia,1997,1378.0,191093,13.19,568
Delaware,1997,2203.0,274786,9.75,751
Florida,1997,231308.0,3726429,10.84,15186
Georgia,1997,262479.0,2744916,8.4,7685
Hawaii,1997,22503.0,273483,13.32,1212
Iowa,1997,110180.0,1139792,8.14,2891
Idaho,1997,179342.0,504020,7.89,1229
Illinois,1997,102905.0,3944364,9.24,12186
Indiana,1997,45750.0,2683207,7.4,5955
Kansas,1997,11885.0,1101174,8.86,2635
Kentucky,1997,47970.0,1767765,8.07,3953
Louisiana,1997,149628.0,4328538,5.7,4421
Massachusetts,1997,72316.0,1456923,11.77,6226
Maryland,1997,52920.0,1386411,10.51,5157
Maine,1997,161828.0,443177,8.26,1255
Michigan,1997,113741.0,3106640,8.48,9809
Minnesota,1997,83512.0,1653900,8.46,4763
Missouri,1997,30753.0,1802761,9.28,5481
Mississippi,1997,84291.0,1148411,8.26,2777
Montana,1997,153337.0,367605,8.42,890
North Carolina,1997,164819.0,2428449,10.04,7657
North Dakota,1997,38466.0,359732,5.87,650
Nebraska,1997,62387.0,658015,8.52,1686
New Hampshire,1997,42282.0,279217,12.09,1189
New Jersey,1997,39323.0,2502229,9.82,8219
New Mexico,1997,9025.0,644524,9.81,1775
Nevada,1997,48280.0,565909,9.89,1764
New York,1997,491159.0,4013225,11.49,18657
Ohio,1997,74189.0,4180825,9.09,11277
Oklahoma,1997,55183.0,1444227,8.06,3373
Oregon,1997,530595.0,1114830,8.63,3304
Pennsylvania,1997,114660.0,3889569,9.4,12228
Rhode Island,1997,4347.0,217890,11.07,1025
South Carolina,1997,131983.0,1514026,8.63,3860
South Dakota,1997,95920.0,245398,9.05,744
Tennessee,1997,164091.0,2036478,8.78,5499
Texas,1997,122666.0,11984538,6.9,19740
Utah,1997,20402.0,684793,7.66,2120
Virginia,1997,123587.0,2219906,9.23,6829
Vermont,1997,19949.0,145799,11.4,597
Washington,1997,1158984.0,2149761,7.85,5675
Wisconsin,1997,123191.0,1771900,8.26,5266
West Virginia,1997,17582.0,707259,7.91,1819
Wyoming,1997,16423.0,414704,6.48,489
Alaska,1998,13291.0,723206,5.8,620
Alabama,1998,317065.0,1997696,7.33,4405
Arkansas,1998,114927.0,1081796,7.71,2626
Arizona,1998,126648.0,1240977,10.83,4883
California,1998,833015.0,7806390,9.32,32988
Colorado,1998,26261.0,1184705,8.13,4117
Connecticut,1998,49188.0,791157,12.07,3365
District of Columbia,1998,1222.0,186974,13.2,565
Delaware,1998,1936.0,272892,9.32,763
Florida,1998,205485.0,3859240,10.17,15487
Georgia,1998,256573.0,2783049,8.04,7864
Hawaii,1998,21657.0,273388,11.88,1215
Iowa,1998,107977.0,1148872,7.66,2903
Idaho,1998,160202.0,507513,7.37,1252
Illinois,1998,105215.0,3856607,8.81,12272
Indiana,1998,44182.0,2672890,7.07,5999
Kansas,1998,11658.0,1088848,8.24,2661
Kentucky,1998,43480.0,1725018,7.55,3985
Louisiana,1998,147482.0,4047864,5.08,4440
Massachusetts,1998,66414.0,1428048,10.89,6272
Maryland,1998,52451.0,1384577,10.17,5204
Maine,1998,151240.0,418462,8,1259
Michigan,1998,105953.0,3058629,8.32,9848
Minnesota,1998,80517.0,1624327,7.9,4813
Missouri,1998,37398.0,1849558,8.61,5522
Mississippi,1998,64175.0,1141236,8,2805
Montana,1998,128313.0,391347,7.96,892
North Carolina,1998,159627.0,2474626,9.46,7809
North Dakota,1998,28369.0,347752,5.43,648
Nebraska,1998,64577.0,674687,7.68,1696
New Hampshire,1998,40585.0,282000,11.46,1206
New Jersey,1998,38858.0,2459987,8.89,8287
New Mexico,1998,8466.0,636391,9.05,1793
Nevada,1998,53115.0,583779,9.24,1853
New York,1998,458813.0,3939104,10.74,18756
Ohio,1998,67210.0,4080013,8.79,11312
Oklahoma,1998,60591.0,1449160,7.5,3405
Oregon,1998,454349.0,1125373,8.11,3352
Pennsylvania,1998,110545.0,3730912,9.15,12246
Rhode Island,1998,4197.0,226678,9.5,1031
South Carolina,1998,129956.0,1561047,8.22,3919
South Dakota,1998,62841.0,243915,8.28,746
Tennessee,1998,161573.0,2118307,8.43,5570
Texas,1998,110071.0,12161299,6.08,20158
Utah,1998,19503.0,707959,6.99,2166
Virginia,1998,123068.0,2245041,8.44,6901
Vermont,1998,20290.0,137296,11.08,600
Washington,1998,901989.0,2229278,7.01,5770
Wisconsin,1998,108155.0,1751166,7.97,5298
West Virginia,1998,16211.0,734561,7.26,1816
Wyoming,1998,15921.0,420795,5.96,491
Alaska,1999,10212.0,725331,6.17,625
Alabama,1999,290195.0,2040647,7.58,4430
Arkansas,1999,110822.0,1100812,7.9,2652
Arizona,1999,114877.0,1285004,11.24,5024
California,1999,760053.0,7801882,10.04,33499
Colorado,1999,28038.0,1206092,8.74,4226
Connecticut,1999,49290.0,834267,12.01,3386
District of Columbia,1999,1259.0,191690,13.28,570
Delaware,1999,2001.0,286222,9.51,775
Florida,1999,204114.0,3922071,10.44,15759
Georgia,1999,231115.0,2803980,8.14,8046
Hawaii,1999,21767.0,269352,12.49,1210
Iowa,1999,114185.0,1199639,7.92,2918
Idaho,1999,167747.0,533204,7.61,1276
Illinois,1999,104015.0,4024012,8.73,12359
Indiana,1999,43124.0,2783212,7.21,6045
Kansas,1999,11528.0,1108311,8.57,2678
Kentucky,1999,38204.0,1815367,7.82,4018
Louisiana,1999,148307.0,4026488,5.61,4461
Massachusetts,1999,65169.0,1450437,10.98,6317
Maryland,1999,50675.0,1425265,10.54,5255
Maine,1999,159186.0,430397,8.36,1267
Michigan,1999,107946.0,3227372,8.43,9897
Minnesota,1999,95416.0,1700106,8.2,4873
Missouri,1999,32497.0,1890358,8.88,5562
Mississippi,1999,65132.0,1238413,7.89,2828
Montana,1999,157031.0,395931,7.86,898
North Carolina,1999,139731.0,2494294,9.8,7949
North Dakota,1999,31608.0,375585,5.78,644
Nebraska,1999,67772.0,664584,8.04,1705
New Hampshire,1999,38906.0,292260,11.89,1222
New Jersey,1999,39901.0,2574689,9.18,8360
New Mexico,1999,8965.0,640158,9.18,1808
Nevada,1999,48981.0,606179,10.07,1935
New York,1999,419146.0,4061179,10.88,18883
Ohio,1999,74350.0,4245853,8.99,11335
Oklahoma,1999,55318.0,1432209,7.89,3437
Oregon,1999,509832.0,1150420,8.79,3394
Pennsylvania,1999,109245.0,3770848,9.14,12264
Rhode Island,1999,4403.0,226813,9.93,1040
South Carolina,1999,96967.0,1567482,8.67,3975
South Dakota,1999,72609.0,248864,8.58,750
Tennessee,1999,134427.0,2163553,8.66,5639
Texas,1999,93994.0,11788095,6.71,20558
Utah,1999,20361.0,699762,7.51,2203
Virginia,1999,120213.0,2308982,8.8,7000
Vermont,1999,20800.0,135030,11.69,605
Washington,1999,1081815.0,2316863,7.64,5843
Wisconsin,1999,114212.0,1846061,8.23,5333
West Virginia,1999,14808.0,717413,7.64,1812
Wyoming,1999,14339.0,425120,6.56,492
Alaska,2000,12204.0,742061,8.03,628
Alabama,2000,263303.0,2093922,8.78,4452
Arkansas,2000,108634.0,1141593,9.47,2679
Arizona,2000,100776.0,1332442,12.94,5161
California,2000,736643.0,7893262,12.05,33988
Colorado,2000,27076.0,1268642,10.25,4327
Connecticut,2000,50578.0,844550,13.51,3412
District of Columbia,2000,1355.0,198048,14.58,572
Delaware,2000,2291.0,305696,10.41,786
Florida,2000,194952.0,4076022,12.07,16048
Georgia,2000,222186.0,2920928,9.93,8227
Hawaii,2000,20387.0,273307,15.23,1214
Iowa,2000,109372.0,1196131,9.9,2929
Idaho,2000,141448.0,544380,9.04,1299
Illinois,2000,109798.0,4029159,10.47,12434
Indiana,2000,44023.0,2867279,8.23,6092
Kansas,2000,11914.0,1116109,10.41,2694
Kentucky,2000,36052.0,1802618,9.3,4049
Louisiana,2000,142328.0,4330579,7.6,4472
Massachusetts,2000,69463.0,1535714,13.03,6361
Maryland,2000,53885.0,1459886,11.87,5311
Maine,2000,163025.0,463343,9.7,1277
Michigan,2000,110506.0,3225008,9.74,9952
Minnesota,2000,103427.0,1749107,9.88,4934
Missouri,2000,21679.0,1831457,11.01,5607
Mississippi,2000,75389.0,1245835,9.77,2848
Montana,2000,113793.0,410631,9.8,904
North Carolina,2000,136234.0,2612315,11.51,8082
North Dakota,2000,27268.0,381565,7.05,642
Nebraska,2000,67458.0,667989,10.07,1714
New Hampshire,2000,38620.0,309761,13.68,1240
New Jersey,2000,40329.0,2483356,11.13,8431
New Mexico,2000,9203.0,662696,10.98,1821
Nevada,2000,44738.0,625648,11.76,2019
New York,2000,429208.0,4138667,13.19,19002
Ohio,2000,79331.0,4273427,10.42,11364
Oklahoma,2000,47389.0,1486799,9.97,3454
Oregon,2000,436666.0,1135473,10.56,3430
Pennsylvania,2000,113589.0,3942074,10.7,12284
Rhode Island,2000,4520.0,205766,13.14,1050
South Carolina,2000,92462.0,1614128,10.31,4024
South Dakota,2000,62868.0,263270,10.54,756
Tennessee,2000,123662.0,2197309,10,5704
Texas,2000,96072.0,12141592,8.74,20944
Utah,2000,15405.0,744480,8.72,2245
Virginia,2000,114065.0,2405827,10.42,7106
Vermont,2000,21389.0,148507,13.6,610
Washington,2000,908860.0,2248092,9.53,5911
Wisconsin,2000,113325.0,1878161,9.93,5374
West Virginia,2000,17379.0,736985,8.78,1807
Wyoming,2000,15236.0,427791,7.92,494
Alaska,2001,16974.0,735745,8.18,634
Alabama,2001,251523.0,1898857,9.45,4468
Arkansas,2001,94001.0,1096056,10.2,2692
Arizona,2001,90514.0,1341726,12.82,5273
California,2001,608109.0,7918586,13,34479
Colorado,2001,23726.0,1369867,10.72,4426
Connecticut,2001,29813.0,829136,13.49,3433
District of Columbia,2001,866.0,193476,15.21,575
Delaware,2001,1325.0,292032,11.24,796
Florida,2001,158039.0,4060590,12.62,16357
Georgia,2001,192060.0,2818753,10.23,8377
Hawaii,2001,12390.0,270122,15.34,1226
Iowa,2001,105614.0,1167631,10.21,2932
Idaho,2001,105045.0,503420,9.78,1320
Illinois,2001,113177.0,3905501,11.1,12488
Indiana,2001,49614.0,2770456,8.82,6128
Kansas,2001,13084.0,1063914,10.71,2702
Kentucky,2001,53193.0,1832560,9.3,4068
Louisiana,2001,136086.0,3823437,7.93,4478
Massachusetts,2001,47999.0,1516970,14.3,6398
Maryland,2001,33247.0,1451217,11.86,5375
Maine,2001,146146.0,426028,10.18,1286
Michigan,2001,94158.0,3104288,9.94,9991
Minnesota,2001,108950.0,1720944,10.42,4983
Missouri,2001,32926.0,1864062,11.04,5641
Mississippi,2001,56085.0,1132667,10.37,2853
Montana,2001,80568.0,357849,10.66,907
North Carolina,2001,127348.0,2551460,11.67,8210
North Dakota,2001,20662.0,407370,7.28,639
Nebraska,2001,70152.0,664390,10.36,1720
New Hampshire,2001,30186.0,306523,13.62,1256
New Jersey,2001,29068.0,2458369,11.13,8493
New Mexico,2001,8027.0,661741,11.39,1832
Nevada,2001,43413.0,632925,12.97,2098
New York,2001,350750.0,4021813,13.71,19083
Ohio,2001,51102.0,4010965,10.9,11387
Oklahoma,2001,48390.0,1508230,10.46,3467
Oregon,2001,349950.0,1043441,10.97,3468
Pennsylvania,2001,95728.0,3849655,11.26,12299
Rhode Island,2001,3899.0,204161,14.05,1057
South Carolina,2001,70574.0,1563023,10.4,4065
South Dakota,2001,41313.0,255811,11.05,758
Tennessee,2001,142349.0,2209605,9.99,5751
Texas,2001,96535.0,11942556,8.86,21320
Utah,2001,10816.0,713979,9.27,2284
Virginia,2001,92832.0,2337547,10.71,7198
Vermont,2001,17341.0,148858,13.9,612
Washington,2001,659060.0,2029311,10.44,5986
Wisconsin,2001,121849.0,1853341,10.56,5407
West Virginia,2001,14725.0,730823,8.81,1801
Wyoming,2001,14909.0,438258,8.51,495
Alaska,2002,17922.0,732909,7.78,642
Alabama,2002,252689.0,1960152,9.16,4480
Arkansas,2002,108618.0,1118366,9.39,2706
Arizona,2002,86880.0,1334303,12.39,5396
California,2002,676355.0,7963303,12.07,34872
Colorado,2002,21082.0,1370536,9.6,4490
Connecticut,2002,28314.0,815224,13.02,3459
District of Columbia,2002,881.0,197752,14.62,573
Delaware,2002,1314.0,308594,11.17,806
Florida,2002,174463.0,4177962,12.16,16689
Georgia,2002,283704.0,2936048,9.53,8508
Hawaii,2002,10453.0,284663,14.23,1240
Iowa,2002,113940.0,1197176,9.36,2934
Idaho,2002,113779.0,498672,9.95,1340
Illinois,2002,140268.0,3920040,10.13,12526
Indiana,2002,52532.0,2856081,8.19,6156
Kansas,2002,22196.0,1099484,9.83,2714
Kentucky,2002,62858.0,1989605,8.8,4090
Louisiana,2002,140938.0,3958145,7.02,4497
Massachusetts,2002,46724.0,1533531,12.77,6417
Maryland,2002,38064.0,1539539,11.08,5440
Maine,2002,140385.0,430762,9.85,1296
Michigan,2002,89210.0,3161372,9.95,10016
Minnesota,2002,107216.0,1785661,9.56,5019
Missouri,2002,35225.0,1878573,10.36,5675
Mississippi,2002,49641.0,1174307,9.91,2859
Montana,2002,108642.0,381613,9.28,912
North Carolina,2002,125225.0,2575450,11.37,8326
North Dakota,2002,23405.0,401218,6.69,638
Nebraska,2002,70412.0,675942,9.63,1728
New Hampshire,2002,28896.0,316339,12.81,1269
New Jersey,2002,28710.0,2491252,10.59,8553
New Mexico,2002,8690.0,659860,10.61,1855
Nevada,2002,39423.0,626632,13.05,2174
New York,2002,363962.0,4031390,12.7,19138
Ohio,2002,38156.0,3954608,10.37,11408
Oklahoma,2002,40915.0,1458526,9.51,3489
Oregon,2002,400635.0,1038744,11.11,3513
